City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amritsar,2019-10-11,67.93,112.42,12.37,12.05,20.91,30.03,0.33,7.35,9.59,4.06,1.11,1.83,135.83,Moderate
Amritsar,2019-10-12,80.09,134.52,10.82,11.50,20.77,34.63,0.20,2.59,17.61,4.72,1.20,2.11,144.37,Moderate
Amritsar,2019-10-13,89.61,136.04,12.10,11.33,22.42,29.97,0.28,5.10,6.00,4.56,1.22,2.00,159.23,Moderate
Amritsar,2019-10-14,76.11,136.64,12.66,12.01,22.60,30.90,0.40,4.86,6.00,4.08,2.20,2.00,148.02,Moderate
Amritsar,2019-10-15,45.01,102.57,11.17,11.41,21.58,30.38,0.48,7.11,26.50,3.29,4.19,2.00,111.73,Moderate
Amritsar,2019-10-16,60.98,88.71,11.89,11.40,21.93,30.31,0.34,10.91,4.29,2.98,4.01,1.99,130.98,Moderate
Amritsar,2019-10-17,58.05,81.17,12.25,11.65,21.66,30.47,0.47,16.53,14.08,2.53,3.64,1.95,132.03,Moderate
Amritsar,2019-10-18,38.85,74.00,11.12,11.53,20.30,30.37,0.39,11.45,18.75,1.84,2.59,1.88,104.64,Moderate
Amritsar,2019-10-19,22.66,54.08,11.13,11.53,21.65,30.36,0.63,9.21,20.60,2.01,3.51,2.00,83.11,Satisfactory
Amritsar,2019-10-20,42.86,107.14,11.16,11.51,21.67,30.36,0.52,7.06,24.61,2.21,3.67,2.00,111.47,Moderate
Amritsar,2019-10-21,62.48,136.27,11.15,11.51,21.67,30.36,0.54,7.47,27.11,2.31,3.76,2.00,137.43,Moderate
Amritsar,2019-10-22,80.27,181.64,11.27,14.51,24.08,29.79,0.54,12.37,22.51,2.36,3.33,1.96,173.99,Moderate
Amritsar,2019-10-23,96.33,172.08,11.63,18.14,28.97,28.99,0.46,13.85,16.81,2.90,3.57,1.96,192.51,Moderate
Amritsar,2019-10-24,84.31,132.90,11.04,11.56,21.66,31.40,0.36,13.78,22.45,2.49,3.30,1.92,164.42,Moderate
Amritsar,2019-10-25,90.71,135.60,12.50,13.12,23.71,31.44,0.87,15.28,19.52,3.07,3.83,1.96,176.70,Moderate
Amritsar,2019-10-26,107.98,161.15,11.28,8.57,19.43,32.46,0.56,15.87,19.54,3.09,3.77,1.98,194.85,Moderate
Amritsar,2019-10-27,116.05,181.67,13.78,9.11,22.22,32.83,0.79,17.71,19.78,3.39,3.83,2.03,210.26,Poor
Amritsar,2019-10-28,249.10,303.33,43.34,19.85,55.39,20.44,0.31,34.17,17.90,3.43,4.01,2.06,388.45,Very Poor
Amritsar,2019-10-29,111.47,189.73,29.45,10.03,39.44,13.06,0.46,11.65,18.13,3.70,4.40,2.00,199.38,Moderate
Amritsar,2019-10-30,127.13,245.27,17.07,9.78,21.98,13.16,0.57,13.88,21.70,2.92,2.91,1.64,232.06,Poor
Amritsar,2019-10-31,139.65,226.33,17.01,10.01,26.75,13.10,0.31,10.92,16.02,3.44,4.23,1.98,236.89,Poor
Amritsar,2019-11-01,154.49,235.28,17.73,9.94,27.64,12.81,0.37,19.27,15.38,3.53,4.21,2.00,263.09,Poor
Amritsar,2019-11-02,110.95,181.95,17.66,9.91,27.24,12.97,0.52,10.06,11.35,2.69,3.27,2.00,198.87,Moderate
Amritsar,2019-11-03,155.83,305.40,17.13,10.98,27.05,13.26,0.34,9.75,14.51,2.75,3.41,2.00,270.71,Poor
Amritsar,2019-11-04,104.21,207.47,18.27,10.64,24.48,12.38,0.71,12.97,12.72,1.79,2.42,1.84,202.83,Poor
Amritsar,2019-11-05,97.09,186.99,41.45,32.85,51.49,24.67,0.53,10.50,16.23,2.20,2.58,1.98,199.05,Moderate
Amritsar,2019-11-06,137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,18.85,2.14,2.49,2.00,232.69,Poor
Amritsar,2019-11-07,34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,1.59,1.94,1.98,97.36,Satisfactory
Amritsar,2019-11-08,24.18,61.24,17.21,10.04,27.25,13.03,0.80,10.71,16.33,1.56,1.99,2.00,87.89,Satisfactory
Amritsar,2019-11-09,42.84,81.33,17.28,10.04,27.28,13.00,0.78,9.20,12.92,2.02,2.70,2.00,109.56,Moderate
Amritsar,2019-11-10,84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2.00,162.95,Moderate
Amritsar,2019-11-11,84.63,158.85,17.16,10.25,27.34,13.06,0.80,11.04,27.87,2.16,2.65,2.00,168.08,Moderate
Amritsar,2019-11-12,168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,2.74,3.16,2.00,288.59,Poor
Amritsar,2019-11-13,189.44,339.69,17.22,10.00,27.22,13.00,0.48,16.30,15.22,3.13,3.65,2.00,318.41,Very Poor
Amritsar,2019-11-14,148.61,260.33,17.22,10.09,27.31,12.99,0.56,20.51,10.01,2.81,3.20,2.00,266.32,Poor
Amritsar,2019-11-15,103.87,180.68,17.23,10.00,27.24,12.98,0.65,29.92,9.71,2.41,2.72,2.00,215.58,Poor
Amritsar,2019-11-16,86.49,164.00,17.17,9.91,27.08,13.00,0.36,13.01,11.08,2.31,3.22,2.00,174.17,Moderate
Amritsar,2019-11-17,42.18,105.92,17.22,10.01,27.23,12.99,0.66,7.93,16.02,1.92,3.16,2.00,112.67,Moderate
Amritsar,2019-11-18,101.44,190.56,17.24,10.01,26.96,13.01,0.65,11.37,20.02,2.12,2.83,1.98,192.66,Moderate
Amritsar,2019-11-19,147.55,263.97,17.23,10.00,27.23,13.00,0.56,11.86,12.65,3.55,4.60,2.01,256.27,Poor
Amritsar,2019-11-20,91.41,253.95,17.22,9.98,27.20,13.00,0.47,13.04,13.14,3.38,4.50,2.01,200.78,Hazardous
Amritsar,2019-11-21,112.55,180.08,13.18,9.99,23.17,12.99,0.66,18.42,10.24,2.55,2.93,2.00,211.40,Poor
Amritsar,2019-11-22,57.31,122.03,9.51,10.01,19.52,13.00,0.59,13.92,7.19,2.37,2.96,2.00,140.46,Moderate
Amritsar,2019-11-23,24.07,59.83,9.50,9.99,19.50,13.00,0.67,8.75,13.37,1.91,2.89,2.00,87.33,Satisfactory
Amritsar,2019-11-24,32.98,88.49,9.50,9.99,19.49,13.01,0.67,10.45,16.72,2.24,3.26,2.00,104.23,Moderate
Amritsar,2019-11-25,39.29,146.10,9.50,9.99,19.49,13.00,0.48,10.74,16.08,2.83,3.90,2.01,123.69,Moderate
Amritsar,2019-11-26,30.77,80.76,9.53,10.03,19.56,13.08,0.48,16.20,13.50,2.42,3.18,1.98,106.49,Moderate
Amritsar,2019-11-27,31.91,46.08,9.51,10.02,19.54,13.00,0.63,14.87,11.14,1.81,2.17,2.00,98.43,Satisfactory
Amritsar,2019-11-28,25.36,39.49,9.52,9.85,19.31,13.04,0.65,12.42,11.47,1.70,2.08,2.00,87.60,Satisfactory
Amritsar,2019-11-29,26.37,51.37,9.83,10.32,19.82,9.12,0.74,13.18,15.19,1.84,2.44,2.00,93.08,Satisfactory
Amritsar,2019-11-30,41.64,69.84,9.60,10.15,19.52,5.02,0.64,8.22,19.66,1.99,2.77,2.00,105.83,Moderate
Amritsar,2019-12-01,60.29,99.83,9.54,10.06,19.60,4.93,0.71,8.90,24.19,2.41,3.08,2.00,131.20,Moderate
Amritsar,2019-12-02,84.89,137.80,9.65,9.93,19.50,5.01,0.50,9.17,26.53,2.93,3.45,2.00,162.72,Moderate
Amritsar,2019-12-03,87.69,140.27,9.51,10.05,19.20,5.10,0.59,10.68,22.89,3.10,3.37,1.98,168.68,Moderate
Amritsar,2019-12-04,90.75,145.52,10.45,10.60,19.15,5.34,0.16,13.24,23.74,2.99,3.19,1.96,173.99,Moderate
Amritsar,2019-12-05,66.85,103.82,11.81,13.89,20.33,5.53,0.50,9.82,21.56,2.38,2.82,1.90,141.54,Moderate
Amritsar,2019-12-06,54.62,84.09,10.47,11.54,20.38,5.25,0.24,11.64,17.87,2.42,2.96,2.00,125.07,Moderate
Amritsar,2019-12-07,74.16,111.95,10.88,10.78,18.86,5.19,0.82,18.45,17.24,2.74,3.28,1.85,160.32,Moderate
Amritsar,2019-12-08,67.00,114.79,11.94,12.90,21.40,5.63,0.74,12.39,20.02,3.23,3.99,1.98,148.06,Moderate
Amritsar,2019-12-09,103.57,162.16,14.29,15.08,23.71,6.76,0.70,12.35,19.00,3.15,3.69,2.00,195.40,Moderate
Amritsar,2019-12-10,128.64,202.77,11.96,14.02,21.02,6.05,0.66,10.06,19.17,2.99,3.00,2.00,225.53,Poor
Amritsar,2019-12-11,86.00,132.04,11.49,12.72,20.34,5.63,0.54,13.79,17.99,2.62,2.70,2.00,170.79,Moderate
Amritsar,2019-12-12,28.77,44.31,11.17,12.31,17.56,5.95,0.72,4.02,13.14,1.61,1.62,1.93,84.56,Satisfactory
Amritsar,2019-12-13,24.95,35.96,12.59,14.74,22.04,6.11,0.77,4.81,16.97,1.60,1.80,1.98,81.36,Satisfactory
Amritsar,2019-12-14,39.26,47.36,12.76,13.75,21.92,6.29,0.71,7.47,16.45,1.77,2.09,2.00,99.95,Satisfactory
Amritsar,2019-12-15,30.72,38.24,10.88,11.28,20.20,5.37,0.64,6.67,22.00,1.76,2.10,1.96,85.92,Satisfactory
Amritsar,2019-12-16,41.03,51.31,12.58,12.41,21.73,5.80,0.81,5.42,24.54,1.74,1.98,1.98,98.26,Satisfactory
Amritsar,2019-12-17,49.45,64.66,13.29,13.00,21.65,6.20,0.65,5.64,23.20,1.89,1.81,1.98,109.35,Moderate
Amritsar,2019-12-18,58.96,85.25,13.08,14.96,21.71,6.77,0.72,6.09,24.27,2.10,2.03,1.98,125.75,Moderate
Amritsar,2019-12-19,63.18,80.52,12.08,12.09,21.16,5.65,0.68,5.98,19.51,1.68,1.58,1.93,126.94,Moderate
Amritsar,2019-12-20,108.34,125.24,11.99,11.94,21.00,5.61,0.62,7.66,20.05,2.09,1.91,2.00,182.49,Moderate
Amritsar,2019-12-21,52.95,69.41,13.13,13.09,21.88,5.98,0.63,6.56,26.89,2.08,2.13,2.00,114.53,Moderate
Amritsar,2019-12-22,62.11,84.25,11.19,12.12,20.52,5.70,0.61,5.04,23.21,2.00,2.00,2.00,125.18,Moderate
Amritsar,2019-12-23,69.27,101.77,12.78,13.24,21.79,5.93,0.53,7.18,23.26,2.02,1.84,1.98,138.77,Moderate
Amritsar,2019-12-24,97.42,128.35,9.53,9.83,18.23,5.18,0.64,7.05,32.52,1.78,1.63,1.90,168.93,Moderate
Amritsar,2019-12-25,52.73,76.10,10.30,10.53,19.50,5.30,0.74,6.27,48.65,1.72,1.74,2.00,111.09,Moderate
Amritsar,2019-12-26,58.57,84.32,10.44,10.62,20.20,4.87,0.80,6.96,46.13,1.69,1.65,1.96,120.16,Moderate
Amritsar,2019-12-27,77.30,105.41,10.48,10.73,19.70,5.17,0.73,11.30,53.99,1.68,1.62,1.98,146.71,Moderate
Amritsar,2019-12-28,80.31,106.95,9.62,10.78,19.14,5.07,0.64,11.47,66.65,1.59,1.57,1.96,148.08,Moderate
Amritsar,2019-12-29,80.80,107.95,10.05,10.88,19.25,5.15,0.75,10.01,66.70,1.62,1.62,1.98,147.55,Moderate
Amritsar,2019-12-30,71.17,97.83,9.78,10.78,17.36,4.97,0.40,7.65,31.33,1.56,1.34,1.75,137.00,Moderate
Amritsar,2019-12-31,71.00,98.30,9.93,10.00,19.75,5.04,0.59,8.42,24.90,1.75,1.47,2.00,138.92,Moderate
Amritsar,2020-01-01,94.38,137.93,9.91,10.38,18.95,5.10,0.42,15.79,40.21,2.62,2.40,1.98,176.77,Moderate
Amritsar,2020-01-02,80.80,115.13,9.91,10.44,18.85,8.93,0.30,12.54,7.82,2.77,2.78,1.90,158.88,Moderate
Amritsar,2020-01-03,78.22,110.89,9.63,10.03,18.02,11.99,0.62,11.43,27.00,2.61,2.97,1.82,152.08,Moderate
Amritsar,2020-01-04,96.86,134.78,9.35,10.02,19.27,11.99,0.11,8.12,36.13,3.43,3.81,2.00,168.40,Moderate
Amritsar,2020-01-05,65.12,95.22,9.51,9.67,17.61,12.16,0.28,11.92,32.48,2.25,2.44,1.85,133.49,Moderate
Amritsar,2020-01-06,33.39,47.36,10.21,10.43,20.35,11.87,0.60,6.75,38.56,1.74,1.80,2.00,86.38,Satisfactory
Amritsar,2020-01-07,36.74,46.30,9.75,9.77,19.28,11.99,0.57,7.53,8.63,1.76,1.70,2.00,94.24,Satisfactory
Amritsar,2020-01-08,24.14,31.70,9.89,10.12,18.84,12.01,0.62,6.32,22.11,1.51,1.52,1.90,75.65,Satisfactory
Amritsar,2020-01-09,56.17,80.34,9.68,10.05,19.07,11.94,0.68,20.50,23.77,2.11,1.84,1.92,134.36,Moderate
Amritsar,2020-01-10,55.79,76.73,9.78,9.74,19.48,12.02,0.47,6.87,39.56,2.14,2.09,2.00,113.78,Moderate
Amritsar,2020-01-11,55.64,80.28,9.37,10.19,19.50,11.99,0.73,10.87,36.72,2.02,2.14,2.00,121.30,Moderate
Amritsar,2020-01-12,44.56,73.05,9.55,9.99,18.76,12.10,0.80,17.99,17.71,2.29,2.78,1.94,120.60,Moderate
Amritsar,2020-01-13,47.00,61.51,9.67,10.01,19.68,12.06,0.40,6.24,25.62,1.83,2.09,2.00,103.31,Moderate
Amritsar,2020-01-14,31.25,83.72,9.17,9.89,17.82,11.99,0.66,6.54,20.19,1.45,1.55,1.86,95.56,Satisfactory
Amritsar,2020-01-15,54.01,187.66,9.84,9.78,19.38,12.02,0.72,7.23,4.29,1.99,1.86,1.94,145.24,Moderate
Amritsar,2020-01-16,45.32,81.67,9.43,9.85,19.25,12.00,0.91,7.72,4.29,2.27,2.14,2.00,113.42,Moderate
Amritsar,2020-01-17,77.37,110.41,9.63,10.03,19.65,12.06,0.89,7.44,18.70,2.55,2.49,2.00,148.61,Moderate
Amritsar,2020-01-18,68.12,98.08,9.46,9.98,18.75,12.01,0.61,6.68,6.00,2.13,2.24,1.93,136.74,Moderate
Amritsar,2020-01-19,57.46,82.99,9.30,10.02,19.25,11.94,0.63,6.57,6.00,2.07,2.20,2.00,122.95,Moderate
Amritsar,2020-01-20,64.93,108.10,9.57,10.17,19.06,11.96,0.68,7.84,15.94,2.09,2.01,1.94,136.13,Moderate
Amritsar,2020-01-21,37.05,69.74,9.44,10.04,19.14,12.00,0.63,15.16,22.56,1.87,1.92,1.95,107.45,Moderate
Amritsar,2020-01-22,21.05,40.05,9.72,10.07,19.58,11.92,0.80,7.78,39.90,1.59,1.84,2.00,74.55,Satisfactory
Amritsar,2020-01-23,27.42,50.66,9.68,10.01,17.86,11.99,0.73,7.05,40.09,1.50,1.54,1.83,81.79,Satisfactory
Amritsar,2020-01-24,43.96,77.90,9.54,9.93,19.14,12.01,0.60,8.46,43.35,1.85,1.82,2.00,104.67,Moderate
Amritsar,2020-01-25,71.60,130.66,10.19,10.17,20.05,11.96,0.70,11.04,43.22,2.35,2.30,2.00,147.34,Moderate
Amritsar,2020-01-26,45.03,82.90,9.88,10.69,18.16,11.83,0.73,15.78,38.27,1.88,2.08,1.83,117.55,Moderate
Amritsar,2020-01-27,61.56,94.00,10.19,10.77,19.76,12.31,0.64,11.17,32.32,2.11,2.12,2.00,131.08,Moderate
Amritsar,2020-01-28,42.40,55.89,10.76,10.82,20.45,11.96,0.64,10.61,23.37,1.66,1.67,2.00,104.24,Moderate
Amritsar,2020-01-29,20.48,36.13,9.53,10.70,19.55,11.84,0.98,6.87,28.73,1.64,1.87,2.00,75.13,Satisfactory
Amritsar,2020-01-30,27.36,57.69,10.00,10.35,19.39,11.80,0.55,6.80,31.21,1.69,1.81,1.96,84.04,Satisfactory
Amritsar,2020-01-31,21.43,139.43,10.12,10.15,19.02,12.09,0.47,9.95,27.10,1.96,1.70,1.93,101.13,Moderate
Amritsar,2020-02-01,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-02-02,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-02-03,13.46,29.60,59.14,92.98,67.48,21.41,1.44,13.67,16.71,2.97,3.40,1.71,137.21,Moderate
Amritsar,2020-02-04,67.56,103.84,27.82,21.00,36.62,14.74,0.49,6.95,37.74,2.09,2.14,2.00,137.20,Moderate
Amritsar,2020-02-05,55.53,94.40,17.32,12.20,26.80,12.12,0.54,7.43,33.11,1.74,1.70,2.05,119.93,Moderate
Amritsar,2020-02-06,74.16,128.70,18.61,11.48,27.36,12.04,0.46,8.99,39.20,1.85,1.76,1.94,145.57,Moderate
Amritsar,2020-02-07,62.25,102.49,17.94,13.47,28.51,12.09,0.33,7.30,41.35,1.83,1.85,2.00,127.01,Moderate
Amritsar,2020-02-08,92.15,166.94,17.97,11.59,26.63,12.40,0.90,9.69,43.90,2.15,2.14,1.95,174.23,Moderate
Amritsar,2020-02-09,113.54,160.38,17.18,11.18,27.37,11.99,0.21,10.05,42.74,2.99,2.63,2.00,190.66,Moderate
Amritsar,2020-02-10,63.68,115.75,17.14,10.13,26.59,12.03,1.03,7.86,42.74,1.94,2.09,1.98,132.41,Moderate
Amritsar,2020-02-11,84.93,187.15,17.48,10.40,26.72,12.02,0.30,9.07,35.77,2.31,2.22,2.00,169.11,Moderate
Amritsar,2020-02-12,38.88,136.28,18.01,13.17,27.73,12.36,0.50,2.50,37.25,1.71,1.79,2.00,108.00,Moderate
Amritsar,2020-02-13,42.33,117.43,17.64,11.27,26.66,12.13,0.76,10.04,35.09,1.63,1.63,2.05,115.48,Moderate
Amritsar,2020-02-14,33.14,100.08,16.90,10.48,27.00,11.82,0.66,8.33,39.73,1.58,1.68,2.00,99.01,Satisfactory
Amritsar,2020-02-15,41.33,123.92,17.35,10.41,27.39,11.92,0.78,10.64,43.24,1.91,2.19,2.00,115.21,Moderate
Amritsar,2020-02-16,69.40,154.93,17.22,10.43,26.33,12.04,0.44,10.13,45.83,2.41,2.76,1.98,147.27,Moderate
Amritsar,2020-02-17,66.39,145.96,18.06,11.42,27.62,12.09,0.87,9.98,45.62,2.11,2.42,1.96,144.54,Moderate
Amritsar,2020-02-18,59.59,144.61,17.56,11.48,27.13,12.19,0.74,11.15,50.25,2.00,2.07,2.00,137.69,Moderate
Amritsar,2020-02-19,57.33,142.11,16.93,10.83,27.02,11.95,0.53,10.47,29.34,1.90,2.09,2.00,136.19,Moderate
Amritsar,2020-02-20,49.81,123.28,18.38,10.75,27.53,12.12,0.76,14.83,4.29,1.75,1.97,1.98,134.04,Moderate
Amritsar,2020-02-21,16.41,73.67,17.35,11.36,27.52,12.00,0.81,10.72,4.29,1.50,1.82,2.00,86.42,Satisfactory
Amritsar,2020-02-22,34.54,101.20,28.08,25.44,38.34,16.90,0.68,10.19,4.29,1.65,2.12,1.88,118.40,Moderate
Amritsar,2020-02-23,42.49,109.40,24.45,19.65,35.85,14.03,0.72,9.64,4.29,1.76,2.06,2.00,123.61,Moderate
Amritsar,2020-02-24,54.38,132.54,19.87,12.86,27.54,12.57,0.63,14.43,4.29,1.73,2.05,1.90,141.09,Moderate
Amritsar,2020-02-25,58.55,134.70,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.80,1.93,2.00,136.51,Moderate
Amritsar,2020-02-26,71.27,156.66,21.07,14.77,29.73,12.55,0.31,9.85,30.07,1.79,1.90,1.90,153.53,Moderate
Amritsar,2020-02-27,58.17,133.37,19.01,13.89,27.62,12.37,1.33,7.40,27.53,1.72,2.12,2.00,137.32,Moderate
Amritsar,2020-02-28,67.24,142.34,17.40,11.73,26.33,12.18,0.64,11.92,29.72,1.70,1.97,1.96,148.54,Moderate
Amritsar,2020-02-29,26.40,83.14,19.15,12.31,29.03,12.12,0.62,11.35,30.35,1.53,1.92,2.00,94.55,Satisfactory
Amritsar,2020-03-01,22.15,83.69,17.90,12.55,27.80,12.16,0.83,21.92,29.65,1.44,1.86,1.98,104.40,Moderate
Amritsar,2020-03-02,32.33,97.38,17.54,11.96,27.44,12.02,0.78,9.91,29.66,1.55,1.83,1.98,102.76,Moderate
Amritsar,2020-03-03,33.46,103.81,18.06,11.38,27.50,11.77,0.61,10.78,30.09,1.61,1.81,1.98,104.93,Moderate
Amritsar,2020-03-04,55.50,135.96,17.43,10.82,26.50,11.80,0.44,13.85,32.20,1.81,1.85,1.94,135.82,Moderate
Amritsar,2020-03-05,22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2.00,92.61,Satisfactory
Amritsar,2020-03-06,17.61,61.51,17.42,11.14,26.82,12.00,0.74,11.49,27.23,1.38,1.47,1.98,81.29,Satisfactory
Amritsar,2020-03-07,17.00,61.08,17.79,11.20,27.07,12.16,0.82,8.51,29.45,1.39,1.51,1.98,77.10,Satisfactory
Amritsar,2020-03-08,25.44,77.68,17.05,11.41,26.88,12.10,0.82,11.62,30.24,1.46,1.76,2.00,93.16,Satisfactory
Amritsar,2020-03-09,20.71,72.89,17.35,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2.00,81.69,Satisfactory
Amritsar,2020-03-10,43.24,115.85,18.82,12.66,28.37,12.29,0.73,9.44,34.08,1.66,2.02,2.00,116.52,Moderate
Amritsar,2020-03-11,40.15,107.64,18.14,13.18,28.04,11.88,0.62,8.10,30.16,1.65,1.99,1.96,110.83,Moderate
Amritsar,2020-03-12,18.34,74.72,17.92,10.99,27.31,12.21,0.71,7.79,35.57,1.30,1.37,1.89,79.09,Satisfactory
Amritsar,2020-03-13,17.08,70.36,17.22,11.62,26.98,11.80,0.78,8.52,36.31,1.39,1.59,2.00,78.75,Satisfactory
Amritsar,2020-03-14,21.05,70.22,18.49,11.98,28.28,11.71,0.70,12.75,32.14,1.38,1.70,1.98,87.88,Satisfactory
Amritsar,2020-03-15,25.65,83.27,17.40,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2.00,106.99,Moderate
Amritsar,2020-03-16,38.07,106.34,17.57,12.39,27.50,11.97,0.68,9.82,33.30,1.57,1.94,1.98,109.74,Moderate
Amritsar,2020-03-17,41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2.00,112.32,Moderate
Amritsar,2020-03-18,45.62,118.05,17.72,10.48,25.35,11.93,0.64,9.77,30.51,1.46,1.71,1.83,118.19,Moderate
Amritsar,2020-03-19,39.08,107.80,17.38,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2.00,116.79,Moderate
Amritsar,2020-03-20,40.61,110.94,17.07,10.97,27.42,12.00,0.48,27.59,31.58,1.80,2.12,2.00,132.23,Moderate
Amritsar,2020-03-21,33.78,100.73,17.69,11.47,27.21,12.03,0.68,23.06,26.71,1.55,2.03,1.98,119.96,Moderate
Amritsar,2020-03-22,24.57,77.22,17.13,11.39,26.89,11.98,0.70,19.46,31.11,1.48,2.01,2.00,100.84,Hazardous
Amritsar,2020-03-23,30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2.00,95.86,Satisfactory
Amritsar,2020-03-24,26.35,75.60,18.20,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98,90.33,Satisfactory
Amritsar,2020-03-25,15.60,61.47,18.43,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2.00,73.46,Satisfactory
Amritsar,2020-03-26,22.63,72.70,17.79,11.82,27.96,11.84,0.73,7.16,32.26,1.41,1.72,2.00,83.61,Satisfactory
Amritsar,2020-03-27,20.29,60.78,21.42,13.83,29.21,12.79,0.73,6.22,25.63,1.35,1.62,1.94,79.19,Satisfactory
Amritsar,2020-03-28,12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.20,22.84,1.34,1.53,2.01,69.76,Satisfactory
Amritsar,2020-03-29,17.74,63.75,17.36,11.56,27.43,12.19,0.76,6.70,22.10,1.37,1.67,1.98,77.79,Satisfactory
Amritsar,2020-03-30,21.35,68.57,17.80,11.05,26.97,12.07,0.71,7.21,22.14,1.37,1.66,1.98,82.23,Satisfactory
Amritsar,2020-03-31,21.91,70.76,17.80,10.68,27.51,11.97,0.78,6.82,22.14,1.38,1.54,2.00,82.73,Satisfactory
Amritsar,2020-04-01,14.18,60.07,18.48,10.29,27.96,12.10,0.77,6.30,22.14,1.32,1.59,1.98,71.68,Satisfactory
Amritsar,2020-04-02,13.97,63.92,17.69,10.82,27.94,11.74,0.78,6.22,22.14,1.34,1.58,2.01,73.00,Satisfactory
Amritsar,2020-04-03,17.52,61.42,17.88,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98,75.96,Satisfactory
Amritsar,2020-04-04,22.80,50.68,17.62,10.84,27.79,12.01,0.69,7.40,22.14,1.42,1.78,2.00,79.47,Satisfactory
Amritsar,2020-04-05,34.73,68.87,16.81,10.78,25.99,11.93,0.69,8.68,22.14,1.52,1.89,1.94,96.91,Satisfactory
Amritsar,2020-04-06,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-04-07,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-04-08,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-04-09,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-04-10,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2020-04-11,16.56,25.76,18.57,13.16,31.00,10.78,0.40,7.07,22.14,0.68,0.69,1.00,67.66,Satisfactory
Amritsar,2020-04-12,20.09,34.55,18.33,11.21,28.01,12.03,0.85,8.49,22.14,1.40,1.55,2.00,74.98,Satisfactory
Amritsar,2020-04-13,29.47,59.84,17.65,11.55,27.61,12.12,0.59,9.63,22.14,1.65,1.98,2.00,90.82,Satisfactory
Amritsar,2020-04-14,22.37,50.46,17.34,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.40,1.79,77.27,Satisfactory
Amritsar,2020-04-15,32.05,75.31,20.86,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.50,1.83,98.88,Satisfactory
Amritsar,2020-04-16,22.61,48.20,23.03,17.01,33.20,14.86,0.73,7.65,36.07,1.39,1.75,2.00,80.68,Satisfactory
Amritsar,2020-04-17,17.45,38.01,18.70,11.40,28.05,12.66,0.70,7.76,42.81,1.38,1.47,1.98,68.48,Satisfactory
Amritsar,2020-04-18,8.80,18.03,21.51,11.43,31.09,12.40,0.80,5.88,43.02,1.32,1.42,2.00,53.04,Satisfactory
Amritsar,2020-04-19,11.33,30.50,18.12,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,2.00,62.70,Satisfactory
Amritsar,2020-04-20,16.35,56.92,17.86,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2.00,75.04,Satisfactory
Amritsar,2020-04-21,9.84,39.79,19.48,13.03,29.25,12.24,0.79,13.02,43.02,1.33,1.43,2.00,69.32,Satisfactory
Amritsar,2020-04-22,13.72,51.33,21.63,14.02,31.40,12.69,0.74,9.17,43.02,1.36,1.60,2.00,71.50,Satisfactory
Amritsar,2020-04-23,14.67,59.48,23.49,16.84,33.39,12.80,0.84,8.59,43.02,1.31,1.15,2.00,75.76,Satisfactory
Amritsar,2020-04-24,20.68,78.36,20.44,16.25,32.22,12.53,0.67,8.94,43.02,1.30,1.10,2.00,85.90,Satisfactory
