City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ernakulam,2020-06-05,6.91,18.27,4.99,4.30,4.50,19.71,1.87,2.54,4.29,0.26,1.08,0.10,55.53,Satisfactory
Ernakulam,2020-06-06,5.95,14.15,4.87,7.43,4.39,19.11,2.03,2.62,4.29,0.32,1.44,0.37,57.41,Satisfactory
Ernakulam,2020-06-07,10.01,20.15,4.80,7.43,4.33,18.88,1.73,2.49,4.29,0.26,0.66,0.01,60.82,Satisfactory
Ernakulam,2020-06-08,10.29,29.53,4.76,4.29,4.29,18.74,2.15,2.58,18.37,0.40,1.38,0.15,60.81,Satisfactory
Ernakulam,2020-06-09,16.70,41.66,4.77,7.43,4.30,19.07,2.30,2.68,4.29,0.86,3.25,0.24,76.66,Satisfactory
Ernakulam,2020-06-10,15.66,39.86,4.72,4.30,4.25,18.85,2.26,2.64,4.29,0.70,2.57,0.22,71.91,Satisfactory
Ernakulam,2020-06-11,10.79,28.53,4.62,1.53,4.16,18.38,2.14,2.65,4.29,0.47,1.89,0.17,61.35,Satisfactory
Ernakulam,2020-06-12,19.09,45.62,4.58,1.55,4.12,18.26,2.85,2.68,0.03,2.06,7.36,1.98,80.22,Satisfactory
Ernakulam,2020-06-13,16.22,37.90,4.58,1.54,4.13,18.39,2.32,2.70,4.29,1.81,5.12,0.52,71.33,Satisfactory
Ernakulam,2020-06-14,7.86,17.13,4.49,1.55,4.04,17.78,1.78,2.61,4.29,0.19,0.53,0.00,53.47,Satisfactory
Ernakulam,2020-06-15,10.34,38.26,4.57,7.43,4.11,18.35,2.10,2.72,4.29,0.58,2.74,0.00,68.86,Satisfactory
Ernakulam,2020-06-16,6.49,15.57,1.49,0.10,0.92,4.82,1.97,2.63,4.29,0.19,0.86,0.08,53.91,Satisfactory
Ernakulam,2020-06-17,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ernakulam,2020-06-18,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ernakulam,2020-06-19,14.48,26.94,3.77,2.12,3.66,4.95,2.86,2.76,0.03,0.23,0.76,0.15,70.04,Satisfactory
Ernakulam,2020-06-20,19.85,40.32,3.57,2.14,3.46,4.58,2.53,2.76,0.09,0.14,0.26,0.02,76.73,Satisfactory
Ernakulam,2020-06-21,5.71,14.24,2.60,2.40,1.60,1.51,2.06,2.75,4.29,0.04,0.17,0.00,55.06,Satisfactory
Ernakulam,2020-06-22,13.24,28.66,5.05,2.20,3.19,4.56,2.51,2.64,0.09,0.49,1.65,0.33,67.90,Satisfactory
Ernakulam,2020-06-23,14.80,38.28,5.81,2.19,3.68,5.46,2.51,2.62,0.09,0.52,1.76,0.39,71.41,Satisfactory
Ernakulam,2020-06-24,23.73,51.36,3.38,2.34,2.11,2.46,2.78,2.70,0.03,1.55,4.53,1.13,86.88,Satisfactory
Ernakulam,2020-06-25,10.63,26.08,3.91,2.29,2.46,3.20,2.22,2.65,18.37,0.32,1.04,0.03,60.87,Satisfactory
Ernakulam,2020-06-26,5.80,17.83,3.06,2.38,1.91,2.09,2.16,2.67,18.37,0.20,1.09,0.01,54.56,Satisfactory
Ernakulam,2020-06-27,12.14,27.94,5.19,2.16,3.29,4.78,2.43,2.69,0.09,0.38,1.43,0.09,66.23,Satisfactory
Ernakulam,2020-06-28,8.97,21.47,7.27,2.00,4.63,7.32,2.16,2.66,18.37,0.27,0.98,0.00,56.37,Satisfactory
Ernakulam,2020-06-29,12.22,24.97,5.44,2.17,3.45,5.06,2.41,2.74,18.37,0.18,0.30,0.04,61.87,Satisfactory
Ernakulam,2020-06-30,11.87,30.24,3.80,2.35,2.39,2.99,2.42,2.65,18.37,0.00,0.00,0.00,63.39,Satisfactory
Ernakulam,2020-07-01,5.88,13.91,2.58,2.40,1.60,1.44,2.10,2.72,4.29,0.00,0.00,0.00,55.18,Satisfactory
Gurugram,2015-11-27,37.37,67.56,5.28,8.37,9.57,80.52,2.88,15.92,5.96,9.58,3.60,0.13,108.66,Moderate
Gurugram,2015-11-28,113.32,202.58,4.71,8.00,9.74,5.13,0.47,5.78,8.13,0.00,0.00,0.00,203.04,Poor
Gurugram,2015-11-29,52.14,139.77,3.10,8.04,8.69,5.14,1.67,5.26,16.52,0.24,0.81,0.13,133.47,Moderate
Gurugram,2015-11-30,32.06,83.45,3.90,8.21,9.54,5.19,1.45,7.51,6.29,0.00,0.00,0.00,103.57,Moderate
Gurugram,2015-12-01,44.98,125.87,3.36,8.13,8.86,28.34,1.45,3.72,10.50,0.07,0.63,0.19,118.62,Moderate
Gurugram,2015-12-02,67.53,154.12,7.59,10.25,11.20,27.92,2.08,6.99,10.10,4.36,20.63,0.48,167.65,Moderate
Gurugram,2015-12-03,25.04,91.16,13.11,14.27,14.32,17.31,0.66,2.69,8.75,0.00,0.00,0.00,90.77,Satisfactory
Gurugram,2015-12-04,65.84,94.83,14.32,12.84,13.94,14.95,3.91,14.63,16.09,5.17,12.69,4.47,162.55,Moderate
Gurugram,2015-12-05,149.46,68.79,12.82,15.38,14.28,28.06,2.09,9.10,19.52,5.00,5.43,3.11,217.62,Poor
Gurugram,2015-12-06,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2015-12-07,89.55,91.16,13.35,14.02,14.55,33.14,1.63,3.75,25.70,2.70,0.00,0.00,151.83,Moderate
Gurugram,2015-12-08,46.04,94.61,13.57,14.27,15.36,7.00,1.72,5.47,25.28,0.00,1.62,0.00,119.47,Moderate
Gurugram,2015-12-09,43.58,213.98,11.96,13.80,14.81,25.09,1.38,4.25,14.06,2.70,0.00,0.00,139.08,Moderate
Gurugram,2015-12-10,98.27,113.50,12.63,12.82,14.90,19.72,1.47,2.03,1.97,0.00,0.00,0.00,168.92,Moderate
Gurugram,2015-12-11,41.72,85.35,12.92,15.34,14.71,25.20,1.42,12.16,15.02,1.59,0.00,0.00,117.84,Moderate
Gurugram,2015-12-12,24.51,66.72,14.65,14.30,14.68,9.36,0.42,4.67,2.86,1.59,0.00,0.00,86.34,Satisfactory
Gurugram,2015-12-13,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2015-12-14,30.95,115.00,12.69,15.39,14.21,17.47,0.68,8.00,30.92,0.00,0.00,0.00,105.93,Moderate
Gurugram,2015-12-15,57.13,91.41,15.48,13.39,15.09,22.60,0.20,4.22,21.46,0.00,0.00,0.00,117.54,Moderate
Gurugram,2015-12-16,54.67,56.56,14.27,14.84,15.07,20.08,1.39,5.73,15.37,2.61,0.00,0.00,115.09,Moderate
Gurugram,2015-12-17,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2015-12-18,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2015-12-19,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2015-12-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2015-12-21,127.07,63.79,15.58,17.88,15.35,17.61,1.96,12.38,20.65,0.00,0.00,0.00,200.03,Hazardous
Gurugram,2015-12-22,52.55,44.50,15.80,17.05,15.57,51.42,2.44,10.24,1.24,0.00,0.00,0.00,121.46,Moderate
Gurugram,2015-12-23,73.13,141.06,16.01,16.16,15.54,26.42,1.74,18.91,14.10,0.00,0.00,0.00,171.37,Moderate
Gurugram,2015-12-24,30.95,91.16,14.41,13.23,14.99,25.01,1.69,2.89,1.55,0.05,0.04,0.00,100.13,Hazardous
Gurugram,2015-12-25,62.74,146.12,13.82,13.00,14.46,17.13,1.51,4.79,14.64,0.00,0.01,0.00,144.02,Moderate
Gurugram,2015-12-26,49.88,79.98,12.02,14.50,14.42,17.13,1.59,5.04,13.92,0.86,1.59,0.00,119.22,Moderate
Gurugram,2015-12-27,49.88,79.98,10.57,14.55,13.84,17.13,1.42,5.06,14.77,0.86,1.59,0.00,118.76,Moderate
Gurugram,2015-12-28,48.68,145.03,9.57,13.70,12.97,6.53,1.44,5.94,16.97,0.27,0.03,0.00,133.66,Moderate
Gurugram,2015-12-29,62.92,86.55,10.46,14.44,14.26,19.90,1.39,5.63,19.21,0.01,0.32,0.00,131.80,Moderate
Gurugram,2015-12-30,83.60,60.12,9.88,13.16,12.53,5.32,1.00,14.24,21.88,0.00,0.00,0.00,153.92,Moderate
Gurugram,2015-12-31,22.06,111.07,12.63,13.98,14.61,19.90,1.43,5.41,28.88,1.59,0.00,0.00,94.57,Satisfactory
Gurugram,2016-01-01,20.95,66.70,12.11,15.10,14.49,8.93,0.43,25.52,27.40,0.00,0.00,0.00,105.66,Moderate
Gurugram,2016-01-02,135.15,120.44,10.68,14.80,13.37,6.35,1.22,46.70,1.25,0.00,0.00,0.00,260.82,Poor
Gurugram,2016-01-03,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-04,433.34,132.59,12.39,16.17,13.13,56.02,1.32,4.76,25.02,0.00,1.62,0.00,494.63,Severe
Gurugram,2016-01-05,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-06,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-07,72.52,116.31,16.64,10.41,14.05,17.39,1.14,11.81,9.84,4.57,0.98,0.58,148.67,Moderate
Gurugram,2016-01-08,51.20,138.78,17.47,10.07,14.86,6.78,0.82,11.32,1.60,0.00,0.00,0.00,135.66,Moderate
Gurugram,2016-01-09,48.81,113.22,17.79,8.73,14.56,8.53,0.00,6.06,1.54,1.59,0.00,0.00,115.26,Moderate
Gurugram,2016-01-10,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-11,155.50,83.45,16.55,8.36,13.92,5.19,1.98,7.83,16.98,2.14,7.58,6.26,223.96,Poor
Gurugram,2016-01-12,58.35,147.17,15.19,8.94,14.20,8.55,1.18,5.99,8.56,0.00,0.00,0.00,138.16,Moderate
Gurugram,2016-01-13,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-14,75.78,107.04,16.48,8.06,13.46,12.17,0.20,10.26,8.32,0.00,0.00,0.00,144.68,Moderate
Gurugram,2016-01-15,63.30,163.70,13.83,10.26,12.50,8.21,1.00,7.19,11.67,0.00,0.00,0.00,148.45,Moderate
Gurugram,2016-01-16,76.61,175.81,19.59,10.41,16.37,8.10,0.87,4.68,12.40,0.00,0.00,0.00,159.30,Moderate
Gurugram,2016-01-17,71.74,176.22,17.31,10.10,15.53,20.40,1.49,5.73,11.22,0.00,0.00,0.00,157.59,Moderate
Gurugram,2016-01-18,36.94,74.48,15.72,8.72,15.71,2.94,1.41,8.30,3.52,1.46,0.00,0.00,104.35,Moderate
Gurugram,2016-01-19,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-21,32.06,83.45,15.14,9.08,14.90,5.19,0.97,7.19,11.48,0.00,0.00,0.00,98.37,Satisfactory
Gurugram,2016-01-22,120.47,143.98,15.21,10.99,14.31,6.93,1.41,12.48,3.95,0.00,0.00,0.00,208.42,Poor
Gurugram,2016-01-23,87.51,121.56,15.75,8.25,14.43,14.54,0.45,8.05,13.38,0.00,0.00,0.00,157.19,Moderate
Gurugram,2016-01-24,106.22,143.46,15.09,7.39,13.78,5.95,1.52,9.24,1.23,0.00,0.00,0.00,188.76,Moderate
Gurugram,2016-01-25,82.48,101.15,15.09,10.99,14.78,14.54,1.16,15.42,16.45,0.00,0.00,0.00,161.21,Moderate
Gurugram,2016-01-26,124.33,137.83,17.55,9.69,15.50,9.36,0.96,9.14,4.05,0.00,0.00,0.00,202.86,Poor
Gurugram,2016-01-27,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-28,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-29,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-30,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-01-31,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-01,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-02,36.12,75.46,20.52,15.40,15.13,12.94,0.50,16.15,25.70,0.00,0.00,0.00,109.73,Moderate
Gurugram,2016-02-03,58.63,132.72,18.54,14.94,15.12,63.46,0.00,4.96,27.26,0.00,0.00,0.00,123.43,Moderate
Gurugram,2016-02-04,52.91,118.74,17.02,9.59,14.43,13.40,1.49,7.79,23.45,0.00,0.00,0.00,126.83,Moderate
Gurugram,2016-02-05,103.23,63.79,9.20,16.90,10.30,9.36,1.50,8.75,16.66,0.00,0.00,0.00,173.16,Moderate
Gurugram,2016-02-06,51.20,138.78,9.74,9.91,9.70,6.35,1.54,11.14,0.57,0.00,0.00,0.00,140.48,Moderate
Gurugram,2016-02-07,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-08,62.32,74.63,10.52,19.20,12.64,14.54,1.02,19.44,13.55,0.00,0.00,0.00,148.23,Moderate
Gurugram,2016-02-09,59.78,100.72,84.96,25.16,95.88,14.63,1.40,6.02,3.57,0.00,0.00,0.00,127.38,Moderate
Gurugram,2016-02-10,17.87,47.32,2.48,14.07,9.56,6.98,0.45,14.77,24.32,0.00,0.00,0.00,87.84,Satisfactory
Gurugram,2016-02-11,45.80,85.80,11.17,18.68,11.69,14.54,0.18,6.97,15.12,0.00,0.00,0.00,115.97,Moderate
Gurugram,2016-02-12,79.94,63.79,9.17,15.92,11.05,97.74,1.57,11.11,18.56,2.27,7.29,1.38,145.99,Moderate
Gurugram,2016-02-13,32.40,35.22,7.83,17.03,10.50,9.41,1.40,7.86,1.67,0.00,0.00,0.00,99.55,Satisfactory
Gurugram,2016-02-14,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-15,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-16,70.74,157.56,15.42,10.24,12.25,10.07,1.55,5.09,66.42,0.00,0.00,0.00,144.90,Moderate
Gurugram,2016-02-17,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-18,188.98,106.28,18.71,18.31,15.78,18.38,1.28,13.56,4.29,0.00,0.00,0.00,270.16,Poor
Gurugram,2016-02-19,199.01,50.44,13.65,16.59,12.93,9.36,0.28,6.66,0.55,0.00,0.00,0.00,255.67,Poor
Gurugram,2016-02-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-21,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-22,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-02-23,88.27,50.44,12.21,18.77,13.12,9.36,1.13,7.07,22.54,0.00,0.00,0.00,152.03,Moderate
Gurugram,2016-02-24,175.80,63.79,11.50,19.53,12.39,5.27,0.48,12.93,20.69,0.00,0.00,0.00,245.05,Poor
Gurugram,2016-02-25,137.28,136.49,10.66,9.48,9.46,6.90,1.38,11.45,25.59,0.00,0.00,0.00,217.88,Poor
Gurugram,2016-02-26,143.83,170.92,8.90,11.22,7.91,6.94,1.44,13.17,28.19,0.00,0.00,0.00,236.09,Poor
Gurugram,2016-02-27,180.83,135.24,11.15,14.95,11.32,17.81,1.37,15.57,18.82,0.00,0.00,0.00,268.59,Poor
Gurugram,2016-02-28,201.17,59.21,8.79,10.32,8.06,6.35,1.45,12.01,24.09,0.00,0.00,0.00,263.53,Poor
Gurugram,2016-02-29,182.54,104.48,8.82,10.73,7.98,9.12,1.49,6.89,18.51,0.00,0.00,0.00,251.40,Poor
Gurugram,2016-03-01,211.21,27.83,7.79,10.53,8.10,6.35,1.43,12.72,24.80,0.00,0.00,0.00,266.83,Poor
Gurugram,2016-03-02,247.27,64.86,5.55,10.94,7.67,6.81,1.48,11.04,29.09,0.00,0.00,0.00,308.72,Very Poor
Gurugram,2016-03-03,348.88,128.40,4.16,8.97,7.56,6.68,1.40,14.26,25.18,0.00,0.00,0.00,424.21,Severe
Gurugram,2016-03-04,74.20,152.96,10.29,8.47,7.93,6.54,1.28,9.53,32.19,0.00,0.00,0.00,156.60,Moderate
Gurugram,2016-03-05,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-06,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-07,78.56,149.72,51.15,78.83,47.62,10.08,0.27,10.04,30.93,0.00,0.00,0.00,207.09,Poor
Gurugram,2016-03-08,97.88,147.47,13.69,34.12,17.26,19.92,0.00,9.58,28.46,0.00,0.00,0.00,192.94,Moderate
Gurugram,2016-03-09,539.41,63.79,20.24,40.80,36.50,11.00,1.36,7.28,21.86,0.00,0.00,0.00,607.85,Hazardous
Gurugram,2016-03-10,914.94,44.36,44.34,63.94,42.71,9.10,1.45,0.64,0.80,0.11,0.57,0.10,975.38,Hazardous
Gurugram,2016-03-11,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-12,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-13,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-14,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-15,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-16,58.90,127.22,4.10,4.14,12.51,4.01,0.87,10.62,43.65,0.00,0.00,0.00,131.64,Moderate
Gurugram,2016-03-17,894.75,127.22,4.46,48.76,17.45,9.36,1.43,13.43,37.98,0.00,0.00,0.00,980.51,Hazardous
Gurugram,2016-03-18,581.05,73.29,7.02,46.75,17.93,7.42,1.22,17.42,30.51,0.00,0.00,0.00,668.60,Hazardous
Gurugram,2016-03-19,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-21,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-22,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-23,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-24,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Gurugram,2016-03-25,62.40,73.29,4.65,45.91,16.74,9.36,0.79,8.82,46.85,0.00,0.00,0.00,154.57,Moderate
Gurugram,2016-03-26,40.50,63.79,21.73,35.09,14.50,14.54,1.37,11.97,17.07,1.57,5.28,0.97,130.96,Moderate
Gurugram,2016-03-27,79.43,118.00,5.56,31.01,13.22,8.89,1.12,11.31,30.98,0.00,0.00,0.00,175.29,Moderate
Gurugram,2016-03-28,197.75,73.29,12.54,33.61,17.27,13.29,1.46,16.38,26.13,0.00,0.00,0.00,286.78,Poor
Gurugram,2016-03-29,124.42,176.47,5.71,33.18,11.24,13.36,1.40,19.40,43.79,0.00,0.00,0.00,242.30,Poor
Gurugram,2016-03-30,264.74,84.84,13.22,50.59,22.91,7.42,1.57,33.97,27.58,0.00,0.00,0.00,389.93,Very Poor
Gurugram,2016-03-31,186.40,48.04,48.30,110.34,45.41,29.53,2.03,23.38,24.63,0.00,0.00,0.00,336.42,Very Poor
Gurugram,2016-04-01,66.52,91.84,4.66,36.51,14.63,10.80,1.13,20.44,29.48,1.59,0.00,0.00,171.37,Moderate
Gurugram,2016-04-02,146.51,83.16,13.67,47.50,22.34,7.42,1.48,29.93,26.68,0.00,0.00,0.00,268.00,Poor
Gurugram,2016-04-03,39.75,72.13,42.76,90.73,40.58,10.38,2.30,30.97,31.53,0.00,0.00,0.00,196.62,Moderate
Gurugram,2016-04-04,76.29,198.62,21.73,43.72,25.75,8.92,1.37,21.97,17.55,0.48,1.13,0.00,214.64,Poor
Gurugram,2016-04-05,70.05,109.15,3.94,28.73,12.28,9.16,1.05,12.95,34.73,0.00,0.00,0.00,163.58,Moderate
Gurugram,2016-04-06,25.83,226.24,6.30,41.72,16.81,14.05,1.18,18.04,33.38,0.00,0.00,0.00,165.45,Moderate
Gurugram,2016-04-07,25.83,226.24,12.94,39.56,19.79,14.05,1.16,19.65,31.06,0.00,0.00,0.00,164.15,Moderate
Gurugram,2016-04-08,115.60,129.03,11.28,46.36,20.65,7.42,1.39,15.05,33.45,0.00,0.00,0.00,229.94,Poor
Gurugram,2016-04-09,99.83,48.04,37.58,83.45,39.60,8.89,2.05,24.69,36.16,0.00,0.00,0.00,234.81,Poor
Gurugram,2016-04-10,83.23,111.93,6.07,37.45,15.64,14.88,1.23,25.10,39.34,0.00,0.00,0.00,197.44,Moderate
Gurugram,2016-04-11,84.45,103.15,5.48,30.12,13.37,9.84,0.95,18.06,34.36,0.00,0.00,0.00,182.34,Moderate
Gurugram,2016-04-12,70.79,127.22,4.68,21.94,12.36,10.02,0.91,15.18,41.77,0.00,0.00,0.00,163.31,Moderate
Gurugram,2016-04-13,82.60,146.58,5.34,31.50,13.51,11.34,1.16,18.19,34.96,0.00,0.00,0.00,192.83,Moderate
Gurugram,2016-04-14,84.90,123.09,11.83,37.63,18.82,4.36,1.43,11.16,32.53,0.00,0.00,0.00,187.47,Moderate
Gurugram,2016-04-15,109.90,116.54,39.56,53.40,37.84,22.96,1.81,14.57,27.98,0.00,0.00,0.00,221.05,Poor
Gurugram,2016-04-16,107.76,63.79,18.76,47.93,25.07,9.41,1.63,12.52,17.46,0.00,0.00,0.00,206.90,Poor
Gurugram,2016-04-17,81.36,154.39,4.76,28.96,12.65,9.36,1.11,5.38,17.69,0.00,0.00,0.00,179.26,Moderate
Gurugram,2016-04-18,77.24,104.19,9.55,43.20,19.01,9.36,1.23,9.91,25.27,0.00,0.00,0.00,179.20,Moderate
Gurugram,2016-04-19,115.40,73.29,10.02,49.47,20.62,7.42,1.65,15.79,25.94,0.00,0.00,0.00,222.72,Poor
Gurugram,2016-04-20,163.99,45.27,6.51,37.20,15.68,9.36,1.01,7.70,29.75,0.00,0.00,0.00,240.08,Poor
Gurugram,2016-04-21,128.32,137.83,3.95,27.77,12.00,9.36,1.08,12.25,36.55,0.00,0.00,0.00,224.62,Poor
Gurugram,2016-04-22,123.29,99.16,3.00,10.04,7.01,9.36,1.00,6.80,42.31,0.00,0.00,0.00,187.95,Moderate
Gurugram,2016-04-23,92.07,138.09,8.24,16.11,11.31,5.23,1.46,10.24,34.89,0.00,0.00,0.00,178.76,Moderate
Gurugram,2016-04-24,128.13,52.35,7.14,27.63,9.85,10.17,1.98,20.12,49.05,0.00,0.00,0.00,214.30,Poor
Gurugram,2016-04-25,114.51,67.64,9.67,53.05,19.74,7.42,1.77,14.31,49.87,0.00,0.00,0.00,218.74,Poor
Gurugram,2016-04-26,63.16,133.54,2.77,16.76,8.61,7.48,1.01,11.01,122.38,0.00,0.00,0.00,136.72,Moderate
Gurugram,2016-04-27,170.74,101.97,37.90,87.78,56.32,9.00,3.24,33.66,35.28,0.94,0.61,0.36,335.20,Very Poor
Gurugram,2016-04-28,136.31,33.65,3.40,10.97,7.59,16.74,2.62,7.91,40.92,0.03,0.06,0.00,193.36,Moderate
Gurugram,2016-04-29,173.82,106.28,2.98,13.69,7.81,5.74,2.73,17.15,43.28,0.00,0.00,0.00,261.25,Poor
Gurugram,2016-04-30,171.35,206.70,37.68,40.05,96.46,26.07,2.85,15.34,48.91,0.00,0.00,0.00,292.86,Poor
Gurugram,2016-05-01,164.46,198.27,23.53,8.18,77.65,27.56,2.12,26.59,52.44,0.00,0.00,0.00,269.21,Poor
Gurugram,2016-05-02,146.44,100.35,2.04,6.67,4.12,14.16,0.97,9.61,42.73,0.00,0.00,0.00,210.30,Poor
Gurugram,2016-05-03,164.68,66.58,2.07,18.17,5.92,7.47,1.23,14.15,26.96,0.00,0.00,0.00,239.48,Poor
Gurugram,2016-05-04,129.44,33.65,1.37,13.27,4.99,9.36,1.28,7.62,23.27,0.00,0.00,0.00,186.69,Moderate
Gurugram,2016-05-05,100.09,80.84,1.39,23.57,8.53,9.36,1.15,3.79,27.10,0.00,0.00,0.00,172.89,Moderate
Gurugram,2016-05-06,82.65,80.84,1.03,20.96,9.65,9.36,1.28,3.79,23.97,0.00,0.00,0.00,155.01,Moderate
Gurugram,2016-05-07,104.17,34.36,1.91,7.55,7.34,22.71,1.23,4.43,38.24,0.00,0.00,0.00,149.60,Moderate
Gurugram,2016-05-08,100.13,38.07,1.92,4.84,6.92,9.36,1.32,5.03,52.92,0.00,0.00,0.00,144.67,Moderate
Gurugram,2016-05-09,77.10,21.96,1.81,11.53,9.20,12.17,1.15,1.84,51.85,0.00,0.00,0.00,119.89,Moderate
Gurugram,2016-05-10,63.89,73.93,5.02,9.04,13.03,8.52,1.25,2.91,45.35,0.00,0.00,0.00,119.71,Moderate
Gurugram,2016-05-11,53.98,83.07,5.43,9.56,12.20,32.54,1.11,2.77,53.47,0.00,0.00,0.00,107.70,Moderate
Gurugram,2016-05-12,75.08,103.04,2.87,6.07,8.95,10.62,1.34,2.88,42.03,0.00,0.00,0.00,135.90,Moderate
Gurugram,2016-05-13,103.68,33.65,2.93,5.93,8.94,9.36,1.27,6.24,19.62,0.00,0.00,0.00,154.15,Moderate
Gurugram,2016-05-14,98.72,167.49,3.53,7.04,9.39,8.55,1.69,4.65,43.46,0.00,0.00,0.00,178.18,Moderate
Gurugram,2016-05-15,90.87,45.04,2.98,5.83,8.94,7.12,1.53,13.02,41.30,0.00,0.00,0.00,150.31,Moderate
